u,g,r,i,z,cluster
24.76495,20.95634,19.72245,19.28677,18.98669,2
19.99906,18.42785,17.81392,17.59155,17.49209,0
23.25366,20.40013,18.70856,18.05159,17.68274,2
19.35459,17.4498,16.57544,16.15778,15.8134,0
22.90779,22.16957,22.17254,21.94004,21.59735,1
21.47184,19.71716,19.05741,18.82131,18.59918,2
23.92393,21.18462,19.36628,18.46766,18.06418,2
23.03346,24.84564,22.0627,20.49229,19.53073,1
19.96079,19.82572,19.83691,19.67252,19.57182,2
22.36418,19.97594,18.61385,18.09162,17.69118,2
25.09608,23.47359,22.16328,20.8582,19.88672,1
21.47508,20.21164,20.10071,20.16532,20.2911,2
20.25294,19.42896,19.15092,19.03882,19.06243,2
21.68067,20.0174,18.35666,17.71129,17.20587,2
22.74841,22.96958,22.01803,21.92478,20.63617,1
21.16023,20.90812,20.6948,20.48646,20.24324,1
23.88897,22.22665,22.25001,22.28318,22.51453,1
25.42266,21.85959,20.0106,19.08345,18.58875,2
22.40847,21.67385,21.66211,21.64855,21.96419,1
23.46786,21.18789,20.1332,19.17661,19.10287,2
20.26463,20.01632,19.63572,19.5037,19.57974,2
22.63442,21.87446,20.44089,19.4293,19.11822,2
20.14172,18.08957,16.97775,16.51547,16.14844,0
20.06935,18.19752,17.28119,16.88036,16.55592,0
25.57309,25.58226,23.44562,21.53574,20.04865,1
22.44064,21.7407,21.66107,21.10561,20.21897,1
21.02299,18.8057,17.70103,17.23393,16.84019,0
22.5756,23.88628,22.18443,20.84082,19.95215,1
24.77672,24.50893,21.93497,20.67076,20.08765,1
22.71738,20.53865,19.09851,19.67424,17.68876,2
24.94276,22.15424,22.01567,22.19411,21.7358,1
19.61319,19.22938,18.39336,17.93876,17.52057,0
23.24048,22.63134,20.88423,19.90368,19.45076,1
25.94601,22.05192,20.02936,18.95246,18.52857,2
22.51177,21.91615,21.75311,21.72597,21.73091,1
21.74485,20.45189,19.92482,19.70241,19.55067,2
19.442,18.16682,17.66094,17.28035,17.10487,0
18.29081,17.2322,16.79317,16.61848,16.55961,0
23.82656,21.13009,20.01836,19.48638,19.24809,2
23.20911,22.79291,22.08589,21.86282,21.8512,1
18.37044,17.35683,16.99965,16.69826,16.53,0
22.84212,21.76328,21.1067,21.03255,20.63483,1
18.38746,16.71068,15.9569,15.5898,15.29879,0
21.05807,18.89406,17.67263,17.17158,16.80619,0
20.42579,18.42151,16.99696,16.50242,16.1994,0
17.46358,15.90381,15.32052,15.10523,14.99368,0
22.06115,20.94516,20.42117,20.28081,20.26585,1
23.95482,21.88117,20.16456,19.38046,18.82942,2
22.93779,21.76138,21.62638,21.87454,21.79273,1
24.29489,21.75914,20.07849,19.27214,18.89495,2
23.93375,23.69632,21.66718,20.65255,19.83808,1
22.76191,21.7237,20.39213,19.58412,19.1169,2
23.4761,22.29269,21.88939,21.6804,21.76859,1
23.99352,22.94656,21.72903,20.532,19.71381,1
19.55227,18.34125,17.56685,17.17303,16.94233,0
22.48345,22.25485,20.47279,19.55808,19.04178,2
23.67002,23.09377,21.05052,19.88472,19.32401,1
22.32207,23.0041,21.95474,21.28127,20.92104,1
19.91843,18.11134,17.03379,16.53828,16.13237,0
25.75813,20.70872,19.00336,18.34926,17.9281,2
20.31955,18.71901,17.79997,17.35197,17.03324,0
21.6315,21.19835,20.43767,19.7709,19.58623,2
22.85997,19.92405,18.4407,16.9018,16.04226,0
21.91516,21.39297,21.13309,21.06736,20.77021,1
20.44745,20.43155,20.40519,20.12723,20.32904,2
23.98249,24.01712,21.69663,20.69084,19.97528,1
20.96932,18.62597,17.67041,17.18938,16.8113,0
19.52952,18.57257,18.31563,18.19101,18.17647,0
19.73717,18.34106,17.5898,17.21686,16.96732,0
20.16466,18.63385,17.79045,17.38628,17.08223,0
27.64246,22.94404,22.11797,20.6212,19.67573,1
20.91836,18.89085,17.65434,17.18797,16.82231,0
24.39544,24.61753,22.90437,22.46128,21.46213,1
23.29529,22.55001,20.96238,19.89011,19.3407,1
25.59887,22.23092,20.81752,19.76164,19.3591,1
21.45046,21.16331,20.69486,20.55225,20.35044,1
21.19297,20.92017,20.81067,20.75963,20.85806,1
22.54953,21.53363,20.01166,19.2936,18.8152,2
25.97012,22.50256,20.74822,19.80119,19.33296,1
23.85788,20.97204,19.41168,18.5468,18.03886,2
23.42585,21.61289,21.26663,21.20734,20.77921,1
21.75421,22.31021,21.90122,21.81939,23.09265,1
19.45424,17.0256,15.91278,15.48616,15.22603,0
17.70309,16.24236,15.70294,15.51707,15.44947,0
21.13,20.31387,20.28629,20.14632,19.86077,2
16.68963,15.64374,15.20668,14.98055,14.93043,0
19.20464,17.48945,16.88395,16.52066,16.93785,0
21.79182,20.83894,19.53493,18.80043,18.51981,2
20.50526,18.69602,17.60807,17.1125,16.69857,0
20.00947,17.84238,16.82004,16.36797,15.96491,0
25.31255,21.22582,19.4169,18.77622,18.54686,2
22.80145,22.12508,22.10157,21.95013,21.84759,1
21.96944,21.51316,21.14916,20.36561,19.94857,1
21.89728,21.70528,21.56732,21.455,21.63024,1
21.62072,21.42733,21.34483,21.31759,21.08668,1
21.378,18.32037,16.91613,16.31686,15.98422,0
23.50618,22.89697,22.54636,21.92258,21.88365,1
22.52473,21.93819,21.45731,20.70947,20.25335,1
20.97701,18.8522,17.66403,17.18719,16.85345,0
21.23253,18.61173,17.22907,16.4078,15.93571,0
24.44984,22.77737,21.18824,20.11331,19.56386,1
23.18829,21.38578,21.02421,21.11565,20.94805,1
23.84691,21.63306,19.90547,18.89598,18.39815,2
24.20797,23.20683,22.04263,20.68228,20.19014,1
23.83553,22.69039,21.19348,20.76368,19.94303,1
24.51164,21.46878,20.1443,19.39525,19.07498,2
20.13398,18.81776,18.05743,17.67418,17.39842,0
19.33305,17.64699,16.64043,16.20899,15.871,0
21.69821,21.67882,21.49691,21.44722,20.87427,1
23.16604,21.44467,19.61697,18.88755,18.43117,2
21.42336,21.19419,21.43318,21.07607,21.10426,1
22.54959,19.88686,18.35254,17.76325,17.42086,2
20.21529,18.29205,17.24888,16.80587,16.4657,0
21.88832,20.40562,20.0928,20.08862,19.92011,2
25.86376,21.61795,21.01096,20.9847,20.88532,1
25.41368,22.92804,21.44521,20.36085,19.56326,1
23.03464,22.35213,21.49302,20.93375,20.80631,1
19.77757,17.78733,16.98223,16.67305,16.51224,0
17.73615,16.79306,16.49333,16.37824,16.34738,0
19.19443,18.13181,18.05703,18.04406,18.07672,0
19.70539,18.35757,17.31159,16.7669,16.43469,0
22.71946,20.90804,19.03441,18.28589,17.92228,2
22.0412,20.717,19.37741,18.68544,18.29026,2
23.57974,21.5401,19.61231,18.96298,18.53896,2
23.83664,21.85512,19.96819,19.14393,18.76311,2
21.88508,19.58654,18.1253,17.59518,17.24028,2
20.16815,18.51134,17.58904,17.14904,16.78428,0
21.35106,18.98055,17.56236,17.01997,16.67619,0
23.65168,21.69348,20.50734,20.03479,19.65457,1
26.15998,21.65261,20.07403,18.96142,18.55427,2
23.33198,22.08073,20.88529,19.96544,19.54593,1
22.02394,21.5332,20.2885,19.38485,19.11521,2
21.2943,21.87251,21.97178,22.22846,21.58043,1
22.93867,20.71492,20.26994,20.11802,19.87968,2
24.01346,23.03918,20.39405,19.4625,19.19373,1
21.62164,21.47879,21.28757,20.99834,21.45794,1
20.80623,18.86811,17.47726,16.95354,16.6198,0
21.18344,21.0032,20.68198,20.67592,20.54677,1
24.20067,23.41602,21.65517,20.40735,19.72661,1
21.96148,21.42905,21.29342,20.03775,19.53597,1
23.05988,21.77137,21.45209,21.88247,21.45687,1
20.33752,18.34743,17.09639,16.50894,16.04727,0
22.50162,22.4896,22.14169,21.19105,20.59387,1
24.73706,22.41735,20.60743,19.69281,19.33802,1
23.15803,22.31659,21.96288,21.58833,21.13708,1
23.18065,21.85993,20.37104,19.44308,19.01216,2
24.45849,21.72346,21.08992,20.90009,20.78014,1
22.49867,22.05072,20.10246,19.25025,18.89546,2
25.39548,22.74519,21.01186,19.89554,19.43529,1
20.59042,18.81565,17.70229,17.24988,16.89541,0
24.88931,21.94184,20.32752,19.28817,19.05131,1
18.87258,17.79118,17.43896,17.21993,17.05145,0
19.42599,18.38469,17.94699,17.77669,17.69887,0
22.34815,20.19007,18.68934,18.11304,17.81271,2
23.91257,22.02856,21.95481,21.55897,21.24573,1
21.43858,19.18109,17.88302,17.37708,17.03789,0
19.41698,18.2387,17.65316,17.24952,17.02245,0
22.60513,20.81279,20.44666,20.35226,19.92841,1
21.4089,20.68856,20.65998,20.70144,20.36597,1
22.91644,22.12178,20.37901,19.57261,19.28719,2
21.18909,21.13605,21.01428,20.73058,21.03009,1
18.19592,17.05038,16.5699,16.39941,16.33051,0
21.08697,18.90975,17.63463,17.14288,16.78469,0
20.8499,20.79529,20.29064,20.07941,19.98679,2
24.29175,22.24503,20.62108,19.65731,19.06638,1
21.28193,21.27345,21.22895,21.00702,20.91993,1
20.47743,19.39526,19.13385,19.00701,19.04427,2
21.76781,18.907,17.84416,17.40295,17.00021,0
22.33828,20.50255,19.72376,18.95112,18.59716,2
22.43656,20.24911,18.54915,17.98037,17.64149,2
21.45435,18.61618,17.35849,16.86201,16.58754,0
23.22508,22.29506,20.65817,19.84433,19.40023,1
23.81646,21.45901,20.21436,19.36784,18.8977,2
24.8343,25.63012,22.02835,20.81816,19.81644,1
27.30467,23.18623,21.21273,20.04505,19.04948,1
21.43076,20.73224,20.68891,20.58537,20.3416,1
24.26351,23.01065,21.4149,20.3717,19.88396,1
24.90097,22.7874,22.30891,22.21108,21.59451,1
24.89194,21.73557,20.33907,19.58178,19.16425,1
22.39874,22.76048,21.59477,21.06587,19.66312,1
22.45167,21.19384,20.60153,20.56568,20.14365,1
20.64745,19.44488,18.04764,17.51676,17.14006,0
18.239,16.42966,15.68786,15.37036,15.22927,0
19.5987,18.54653,18.28721,18.18432,18.16228,0
24.23515,21.75877,20.25729,19.37218,18.98172,2
18.48827,18.25933,18.20143,17.94137,17.94964,0
19.83302,18.61416,18.58246,18.91346,19.02066,2
24.4488,22.52526,20.62082,19.59622,19.03362,1
26.49819,23.9298,21.27291,20.24116,19.43041,1
22.87497,21.841,20.30424,19.40397,19.02554,2
22.32867,21.30214,19.54279,18.74715,18.28814,2
21.99323,19.95465,19.28124,18.99428,18.92638,2
20.32919,20.16879,20.02744,19.7436,19.59194,2
22.42604,20.6728,18.9784,18.35131,18.00235,2
20.80553,20.22631,19.91163,19.87222,19.7927,2
21.9646,21.28259,21.27314,21.30777,21.42669,1
23.10784,21.62422,19.96013,19.15971,18.72432,2
21.32564,20.64278,20.56474,20.42818,20.11798,2
22.99469,21.47316,21.19828,20.99483,21.03767,1
19.90809,18.27903,17.25961,16.75556,16.33983,0
23.76746,20.80519,19.05166,18.4471,18.20867,2
19.13036,17.80802,17.13353,16.75818,16.47543,0
22.90507,20.99282,19.17257,18.22971,17.82682,2
19.51487,18.50535,17.9538,17.5975,17.45721,0
21.15533,18.8239,17.70732,17.26814,16.88366,0
24.7121,21.33956,19.88319,18.82816,18.37309,2
25.55596,23.67679,21.84077,20.68241,19.7997,1
19.8986,19.33352,19.00106,18.58655,18.47851,2
19.73155,17.75651,16.67275,16.17111,15.76538,0
25.7013,20.57803,18.91094,18.29798,17.88774,2
17.95435,16.80502,16.70065,16.6946,16.71298,0
22.77201,24.26905,23.9426,22.20334,22.01729,1
22.01169,21.94382,21.94224,21.56005,21.18058,1
26.07037,22.32515,20.76796,19.85276,19.59863,1
21.52184,19.99835,18.36462,17.82265,17.38495,2
18.13149,16.99077,16.49909,16.24769,16.04124,0
19.92328,18.94611,18.55311,18.42083,18.39381,2
23.60221,23.33758,23.25421,21.52108,22.43017,1
21.78164,21.57735,21.045,20.63149,20.52961,1
18.65524,17.75219,17.48559,17.38731,17.37159,0
19.44233,17.35152,16.38066,15.95134,15.67831,0
22.8721,22.44522,20.70261,19.76945,19.37755,1
18.86015,16.81609,15.80653,15.3486,14.92408,0
25.95427,23.23374,21.67088,20.57337,19.74812,1
21.36932,20.02361,19.12077,18.5619,18.60021,2
19.97133,17.85151,16.77218,16.29702,15.88242,0
26.05615,22.0707,20.47701,19.47032,18.97007,1
19.10707,17.87427,17.4251,17.1075,16.98997,0
25.71928,23.79805,21.87667,20.77137,19.85235,1
18.35034,17.4005,17.00965,16.71037,16.61834,0
23.1395,22.12699,20.5673,19.54477,19.13671,1
17.95075,17.02786,16.6676,16.53671,16.53282,0
23.05436,22.6289,21.56735,20.33508,19.98511,1
20.98342,19.04134,17.77171,17.21958,16.80729,0
20.82086,18.76818,17.69555,17.18857,16.72899,0
25.05545,23.225,21.9267,20.37062,19.28787,1
22.58551,21.78435,21.15523,20.33913,19.76062,1
20.58083,19.32216,18.57278,17.50049,17.01807,0
22.92822,21.61082,19.93116,19.11415,18.64315,2
22.12784,20.78843,20.38801,20.54442,20.34321,1
23.32689,22.03517,20.53855,19.19244,18.67828,2
19.60183,17.76505,16.86588,16.45996,16.13849,0
24.1864,21.68507,19.87083,19.07428,18.59396,2
23.19636,22.26931,20.91321,19.88832,19.45906,1
23.48165,22.61672,21.71069,20.6131,19.82557,1
19.38188,19.00717,18.70451,18.69566,18.45488,2
19.88557,18.74016,17.87082,17.42044,17.13064,0
19.72609,18.39111,17.62251,17.2251,16.95898,0
20.16108,20.17884,20.21757,20.11843,19.97054,2
25.45613,23.89743,21.08679,19.931,19.35954,1
19.87257,18.1996,17.42304,17.04175,16.83691,0
21.86713,21.86622,21.76886,21.51787,21.47332,1
23.767,22.70684,21.15956,19.96361,19.5675,1
19.79911,17.3301,15.93879,15.12813,14.59287,0
20.18618,18.31624,17.35438,16.90372,16.54328,0
18.65786,17.75777,17.47042,17.37088,17.28969,0
21.75915,19.63496,18.83151,18.51334,18.34829,2
25.81201,23.19113,21.97128,20.84278,19.83134,1
21.13836,20.04145,19.59636,19.42199,19.24997,2
21.65486,20.67241,20.34694,19.97726,19.84738,2
20.52527,20.53782,20.58286,20.25749,20.20716,2
23.71622,22.09384,21.62406,21.17188,20.81766,1
23.46061,23.19485,22.1908,21.45143,20.9797,1
22.87955,22.83411,21.269,20.04436,19.84915,1
23.05627,20.71869,19.03047,18.30833,17.90041,2
19.73667,18.43956,17.87653,17.6378,17.51682,0
24.48261,22.43638,21.86152,21.48645,20.88724,1
18.97488,18.08323,17.80844,17.7118,17.69592,0
19.69017,18.82046,18.46835,18.32299,18.30539,0
23.7167,21.7415,21.26117,21.13943,20.97499,1
21.05575,19.12127,18.17023,17.7559,17.43609,0
23.77185,22.83482,20.90228,19.86676,19.33204,1
22.59951,21.20029,20.84833,20.57015,20.11416,1
25.0504,22.38822,20.78475,19.77967,19.3243,1
18.93201,17.91979,17.52873,17.3949,17.35478,0
23.48333,22.44597,21.34928,20.34918,19.63066,1
19.87675,18.77454,18.1932,17.78963,17.56587,0
25.64893,23.08431,21.47607,20.16233,19.63099,1
24.54235,22.30814,20.46889,19.57121,19.20015,1
18.26729,16.6339,15.77286,15.31896,14.89918,0
20.34129,19.78976,19.84438,19.84014,19.7226,2
21.55929,24.1134,21.66735,20.77923,20.69944,1
22.34962,19.30575,18.45419,18.38368,18.37483,2
21.57468,20.55236,20.45862,20.50231,20.22593,2
22.82734,21.32724,19.89952,19.58556,19.3821,2
22.78434,20.98723,20.96509,21.05918,20.91521,1
22.41815,19.99817,18.47247,17.23845,16.53616,2
19.51793,18.03961,17.37712,16.99209,16.72649,0
23.9395,22.23552,20.51463,19.52887,19.04468,1
18.72937,17.00716,16.0763,15.62138,15.29031,0
21.6361,21.16676,21.22219,20.99547,20.76895,1
21.29585,21.39291,21.47859,21.28193,21.10723,1
21.02281,19.42192,18.60474,18.26004,18.0832,2
25.36946,23.20466,21.80091,20.53501,19.71649,1
20.10881,18.60051,17.77471,17.33514,17.10727,0
25.63359,23.22275,21.96114,20.6933,19.87667,1
18.03514,17.14775,16.8321,16.70641,16.66809,0
25.39956,21.96523,20.70702,19.65084,19.06246,1
17.89561,16.80681,16.32911,15.95484,15.75027,0
20.04363,18.89741,18.47244,18.27477,18.2438,2
24.34698,22.57975,21.46522,20.3135,19.54842,1
22.53735,20.44337,18.79142,18.16796,17.7542,2
20.17418,20.02668,19.97798,19.78269,19.87178,2
20.80329,20.61661,20.26562,20.2151,20.19159,2
21.81753,21.86323,21.5246,21.29074,20.75169,1
22.15038,21.7447,21.53734,21.13085,21.4923,1
21.01982,20.48201,19.95132,19.81973,19.72587,2
21.20703,20.45716,19.89145,19.75355,19.52003,2
18.72959,17.42351,16.90062,16.68454,16.5939,0
22.07637,22.06035,22.0057,21.71399,22.3722,1
21.18519,19.37041,17.92748,17.40308,17.02377,0
23.22699,21.46153,20.13059,19.57433,19.17902,2
24.79457,22.84995,20.91953,19.8146,19.18842,1
18.96199,17.11757,16.05773,15.5542,15.15451,0
21.47713,21.56363,21.52042,21.23035,21.17184,1
25.35495,23.51616,22.14241,20.62422,19.80397,1
23.60833,21.53419,19.65257,18.98528,18.46435,2
23.06976,21.99994,20.45197,19.43982,19.04031,2
20.99386,19.47316,19.05524,18.83743,18.74053,2
19.42804,18.38372,17.98104,17.81383,17.72147,0
21.52971,21.41593,21.2565,21.15611,22.35039,1
24.06124,22.39838,20.91975,19.72235,18.83721,1
19.70616,17.48032,16.53145,16.20096,16.02659,0
21.65734,20.80006,20.79707,20.68598,20.38309,1
20.1951,18.24792,17.23707,16.81596,16.43313,0
20.68184,18.96779,17.66831,17.10556,16.65731,0
26.43091,21.06256,19.5598,18.70692,18.18127,2
19.94571,18.87824,18.72321,18.68306,18.65418,2
23.8677,21.81209,20.53678,19.6912,19.1201,1
23.26574,21.38456,20.53814,20.24219,20.15783,1
24.77107,21.6243,19.98343,19.17728,18.73189,2
18.92906,17.35943,16.66772,16.39475,16.2749,0
21.2711,19.98929,19.64592,19.5042,19.67458,2
22.22432,20.55718,18.6977,18.03509,17.5838,2
23.3935,21.7973,20.10964,19.00311,18.45021,2
17.30614,16.24505,15.91411,15.79536,15.77072,0
22.05307,21.33825,21.25607,21.05478,20.64908,1
23.59357,22.65081,20.81957,19.56735,19.07054,1
22.07669,22.38292,21.91146,21.7687,21.59164,1
19.53601,18.43756,17.76178,17.37494,17.19143,0
20.00296,18.13284,17.46197,17.24124,17.13125,0
24.21091,23.2284,22.53654,21.41051,21.00066,1
20.04841,19.94447,19.80667,19.72047,19.48434,2
22.38691,20.57158,18.82091,18.14774,17.71406,2
23.85047,20.60235,18.83185,18.25169,17.86806,2
26.08783,23.3573,21.59457,20.38366,19.72741,1
24.74098,24.42512,22.19156,20.93469,19.97178,1
21.50685,19.29466,17.8933,17.35497,17.01551,0
21.73046,20.60048,20.07447,19.77654,19.70987,2
23.07012,21.26047,21.09739,20.99142,20.88718,1
23.92066,23.68683,22.25092,20.97025,20.17907,1
24.11831,22.14423,20.5553,19.58702,18.89347,1
25.67203,22.83614,21.00409,19.77709,19.24656,1
18.03431,16.51163,15.92882,15.70647,15.60701,0
22.35955,20.16151,18.55755,17.97276,17.58095,2
22.07793,21.25316,19.95481,19.19737,18.83019,2
25.04106,22.46428,21.09432,20.06524,19.39473,1
20.74353,20.69776,20.58903,20.29168,20.40584,2
20.39463,20.32504,20.21298,19.9466,20.07386,2
21.6376,20.92775,19.90693,19.24662,18.85451,2
23.22719,20.98145,18.8414,18.31056,18.05357,2
25.46161,23.4386,22.09002,20.94862,19.68749,1
21.15672,21.04647,20.74612,20.75639,20.57413,1
19.77556,18.21193,17.61683,17.3917,17.28055,0
20.02546,18.37943,17.14332,16.63907,16.22221,0
22.88901,21.11216,19.3376,18.6633,18.31638,2
23.766,24.03172,22.38174,20.95396,19.9533,1
22.94715,21.41792,21.31351,21.55297,20.81573,1
23.38679,22.51933,22.04875,21.8338,21.82889,1
21.66458,20.1893,18.52304,17.90125,17.49744,2
22.4157,20.60401,18.91549,18.30672,17.92126,2
18.926,17.91319,17.58059,17.43358,17.35239,0
22.05624,19.44709,17.98834,17.37945,17.04356,0
20.39387,20.05548,19.79117,19.30621,19.2849,2
22.78751,21.23098,21.04733,20.8768,21.23671,1
19.91274,19.69243,19.42576,19.24693,18.95914,2
21.57769,21.52553,21.35102,20.85759,20.91241,1
18.43572,17.00011,16.44869,16.26482,16.17126,0
20.02192,18.09207,17.13829,16.70095,16.37379,0
24.52246,21.48118,19.51437,18.84541,18.4751,2
21.05224,20.94198,20.55947,20.35099,20.17315,2
20.30637,17.71615,16.53172,16.02777,15.81264,0
21.47359,21.21271,21.2648,20.99961,20.95702,1
22.02555,21.32206,19.95388,19.33907,18.95396,2
25.54017,20.5665,18.86629,18.20983,17.77977,2
23.79496,21.33603,20.32462,19.70651,19.34565,2
24.8346,23.11047,21.02442,19.76518,19.06007,1
22.20461,21.26454,19.69053,18.86082,18.3025,2
21.55625,20.74047,20.41251,20.31491,19.90116,2
20.0501,18.32718,17.41256,16.94658,16.62573,0
21.93071,21.29506,21.45644,21.96206,21.40152,1
22.32339,21.76875,21.60516,21.64443,21.24866,1
21.56238,20.46412,19.34774,18.30453,18.03019,2
25.68086,22.38437,20.67077,19.58236,19.05681,1
24.88333,20.98553,19.35415,18.2117,17.60253,2
21.61118,21.59209,21.50832,21.46789,21.01111,1
25.44106,21.42613,19.98691,19.18632,19.02451,2
24.8417,22.11386,20.3143,19.41875,18.83942,1
21.42411,19.72688,18.35848,17.80756,17.44025,2
24.20165,23.1095,22.7522,22.10525,20.93274,1
21.74891,21.09216,20.93247,20.70296,20.66037,1
23.42767,22.65247,21.04531,19.87305,19.46502,1
22.52098,22.40635,21.05249,19.93892,19.25049,1
22.9277,20.71633,18.98215,18.36824,18.06042,2
21.32091,19.58909,18.77925,18.50191,18.34689,2
21.76056,21.3732,20.84171,20.37568,20.16121,1
23.62956,21.99619,20.63607,19.84922,19.57039,1
23.7706,21.81487,20.84681,19.87724,19.43587,1
24.29377,22.16202,20.92133,20.10186,19.6102,1
22.3821,21.53244,21.33905,21.11938,20.39392,1
19.83359,18.12831,17.2285,16.80551,16.43841,0
23.82991,21.78038,19.78765,19.5436,18.9143,2
24.08883,22.9062,21.2587,20.16962,19.89669,1
22.05344,21.74899,21.87072,21.74003,21.80143,1
20.63252,20.36749,20.48518,19.93219,19.91043,2
22.50572,22.31961,21.85396,21.99981,21.42002,1
20.02329,18.22879,17.31762,16.91703,16.55775,0
20.508,19.0854,18.56041,18.3658,18.27794,2
19.79583,18.61978,17.95976,17.42713,17.18795,0
22.66082,22.43775,21.85994,21.46553,20.59475,1
25.95373,23.44543,22.11667,20.66725,19.74395,1
21.55344,20.25012,20.13446,20.01562,19.92216,2
20.81831,20.34714,20.48759,20.15569,20.01464,2
21.91412,20.89117,20.90403,20.91725,20.64011,1
20.76028,18.72942,17.5966,17.05,16.63615,0
22.31556,21.228,20.11407,18.93247,19.41507,2
22.33884,20.69615,18.89022,18.30537,17.92378,2
20.05627,17.95835,16.78922,16.34048,15.97173,0
18.75938,17.13287,16.29916,15.87473,15.5585,0
22.98754,23.09595,21.38024,19.18537,17.93978,1
21.09735,20.3236,19.85203,19.21595,18.92473,2
21.08578,20.21958,19.35163,19.13362,18.91067,2
24.99497,21.74265,21.10727,20.81316,20.54758,1
17.88527,16.94184,16.64187,16.52544,16.47569,0
20.37528,19.76586,19.48692,19.26416,19.16001,2
24.10807,24.86756,21.74194,20.31773,19.43035,1
25.03454,20.96296,19.05218,18.37103,18.00382,2
18.85099,16.67279,15.75624,15.38788,15.15423,0
19.3314,18.16389,17.97734,17.90912,17.88451,0
25.24206,22.20426,20.40496,19.44722,18.8728,1
22.48789,21.52866,20.37402,19.5692,19.16534,2
16.14039,14.76719,14.07343,13.74222,13.44298,0
22.80238,25.46324,21.8385,20.79338,20.01187,1
23.0297,21.22845,20.95315,20.69724,20.53301,1
20.09247,19.86248,19.72474,19.65303,19.45618,2
23.55326,20.84679,20.5256,20.43124,20.46692,1
22.71054,21.9224,20.16329,19.00308,18.58509,2
18.70623,17.02285,16.41301,16.21147,16.13073,0
22.08535,21.91918,21.54931,21.77797,23.10746,1
18.97506,17.72426,17.22788,16.9247,16.70867,0
19.37622,17.77942,17.17544,16.95422,16.82163,0
